"","N","Accession","PG","Gene_Symbol","Protein_Name"
"5405",0,"RRRRRIPI:IPI00028193.4",1721,"KNDC1","192 kDa protein"
"5406",0,"RRRRRIPI:IPI00065323.5",1721,"KNDC1","Isoform 1 of Protein very KIND"
"5407",0,"RRRRRIPI:IPI00383048.3",1721,"KNDC1","Isoform 4 of Protein very KIND"
"5408",0,"RRRRRIPI:IPI00386182.1",1721,"KNDC1","FLJ00378 protein (Fragment)"
"5409",0,"RRRRRIPI:IPI00872423.1",1721,"KNDC1","Isoform 2 of Protein very KIND"
"5410",221,"IPI:IPI00219418.2",1722,"JAK3","Isoform 3 of Tyrosine-protein kinase JAK3"
"5411",0,"IPI:IPI00002773.4",1722,"JAK3","Isoform 2 of Tyrosine-protein kinase JAK3"
"5412",0,"IPI:IPI00219417.14",1722,"JAK3","Isoform 1 of Tyrosine-protein kinase JAK3"
"5413",227,"IPI:IPI00940660.1",1723,"PAPD5","Isoform 3 of PAP-associated domain-containing protein 5"
"5414",0,"IPI:IPI00301922.3",1723,"PAPD5","PAP associated domain containing 5 isoform b"
"5415",0,"IPI:IPI00383794.3",1723,"PAPD5","Isoform 2 of PAP-associated domain-containing protein 5"
"5416",0,"IPI:IPI00550722.5",1723,"PAPD5","Isoform 4 of PAP-associated domain-containing protein 5"
"5417",0,"IPI:IPI00643763.4",1723,"PAPD5","PAP associated domain containing 5 isoform a"
"5418",230,"IPI:IPI00398009.2",1724,"IPO4","Isoform 2 of Importin-4"
"5419",0,"IPI:IPI00156374.6",1724,"IPO4","Isoform 1 of Importin-4"
"5420",234,"IPI:IPI00939319.1",1725,"PHLPP1","PH domain and leucine rich repeat protein phosphatase"
"5421",202,"IPI:IPI00297617.5",1725,"PHLPP1","PH domain leucine-rich repeat-containing protein phosphatase 1"
"5422",0,"IPI:IPI00874166.1",1725,"PHLPP1","Putative uncharacterized protein PHLPP1 (Fragment)"
"5423",365,"IPI:IPI00828091.1",1727,"ANKRD26","ANKRD26 protein"
"5424",0,"IPI:IPI00007193.7",1727,"ANKRD26","Isoform 2 of Ankyrin repeat domain-containing protein 26"
"5425",0,"IPI:IPI00411632.2",1727,"ANKRD26","Novel protein"
"5426",0,"IPI:IPI00760833.1",1727,"ANKRD26","Isoform 1 of Ankyrin repeat domain-containing protein 26"
"5427",0,"IPI:IPI00793360.1",1727,"ANKRD26","Isoform 3 of Ankyrin repeat domain-containing protein 26"
"5428",244,"IPI:IPI00796992.1",1728,"-","53 kDa protein"
"5429",334,"IPI:IPI00888038.1",1729,"FLJ20444","Conserved hypothetical protein"
"5430",255,"IPI:IPI00032134.2",1730,"SERPINB8","Serpin B8"
"5431",313,"RRRRRIPI:IPI00785110.2",1731,"BPTF","Isoform 1 of Nucleosome-remodeling factor subunit BPTF"
"5432",0,"RRRRRIPI:IPI00254408.6",1731,"BPTF","Isoform 2 of Nucleosome-remodeling factor subunit BPTF"
"5433",0,"RRRRRIPI:IPI00376404.3",1731,"BPTF","Isoform 4 of Nucleosome-remodeling factor subunit BPTF"
"5434",292,"IPI:IPI00550477.2",1732,"GPATCH1","G patch domain-containing protein 1"
"5435",272,"RRRRRIPI:IPI00888612.1",1733,"LOC120364","similar to heterogeneous nuclear ribonucleoprotein A1-like"
"5436",0,"RRRRRIPI:IPI00165049.5",1733,"LOC120364","similar to heterogeneous nuclear ribonucleoprotein A1-like"
"5437",273,"IPI:IPI00552407.1",1734,"MICAL2","Flavoprotein oxidoreductase"
"5438",0,"IPI:IPI00414591.3",1734,"MICAL2","Flavoprotein oxidoreductase"
"5439",397,"IPI:IPI00746788.7",1735,"CGB2","Isoform 1 of Choriogonadotropin subunit beta variant 2"
"5440",281,"IPI:IPI00888069.1",1736,"GAPVD1","Isoform 1 of GTPase-activating protein and VPS9 domain-containing protein 1"
"5441",0,"IPI:IPI00302156.6",1736,"GAPVD1","Isoform 5 of GTPase-activating protein and VPS9 domain-containing protein 1"
"5442",305,"IPI:IPI00022388.2",1737,"DPYSL4","Dihydropyrimidinase-related protein 4"
"5443",286,"RRRRRIPI:IPI00908804.1",1738,"ABCD3","cDNA FLJ53353, highly similar to ATP-binding cassette sub-family D member 3"
"5444",0,"RRRRRIPI:IPI00002372.1",1738,"ABCD3","Isoform 1 of ATP-binding cassette sub-family D member 3"
"5445",0,"RRRRRIPI:IPI00185503.4",1738,"ABCD3","Isoform 2 of ATP-binding cassette sub-family D member 3"
"5446",287,"IPI:IPI00744647.2",1739,"NWD1","Isoform 1 of NACHT and WD repeat domain-containing protein 1"
"5447",377,"RRRRRIPI:IPI00916904.1",1740,"GIGYF2","GRB10 interacting GYF protein 2 isoform a"
"5448",256,"RRRRRIPI:IPI00916509.2",1740,"GIGYF2","Trinucleotide repeat containing 15, isoform CRA_a"
"5449",0,"RRRRRIPI:IPI00647635.3",1740,"GIGYF2","Isoform 2 of PERQ amino acid-rich with GYF domain-containing protein 2"
"5450",0,"RRRRRIPI:IPI00784233.2",1740,"GIGYF2","Isoform 1 of PERQ amino acid-rich with GYF domain-containing protein 2"
"5451",0,"RRRRRIPI:IPI00916026.1",1740,"GIGYF2","GRB10 interacting GYF protein 2 isoform c"
"5452",397,"RRRRRIPI:IPI00790353.2",1741,"LAMA3","Isoform 2 of Laminin subunit alpha-3"
"5453",0,"RRRRRIPI:IPI00377045.3",1741,"LAMA3","Laminin alpha-3 chain variant 1"
"5454",0,"RRRRRIPI:IPI00743994.2",1741,"LAMA3","laminin alpha 3 subunit isoform 3"
"5455",297,"IPI:IPI00873116.1",1742,"RARS2","Putative uncharacterized protein RARS2 (Fragment)"
"5456",0,"IPI:IPI00549566.4",1742,"RARS2","Probable arginyl-tRNA synthetase, mitochondrial"
"5457",308,"IPI:IPI00412541.2",1743,"GPR158","Probable G-protein coupled receptor 158"
"5458",309,"RRRRRIPI:IPI00306309.5",1744,"TRIM62","Tripartite motif-containing protein 62"
"5459",311,"RRRRRIPI:IPI00759584.1",1745,"FPGS","Isoform Cytoplasmic of Folylpolyglutamate synthase, mitochondrial"
"5460",0,"RRRRRIPI:IPI00016745.1",1745,"FPGS","Isoform Mitochondrial of Folylpolyglutamate synthase, mitochondrial"
"5461",0,"RRRRRIPI:IPI00552800.2",1745,"FPGS","cDNA FLJ55682, highly similar to Folylpolyglutamate synthase, mitochondrial"
"5462",312,"IPI:IPI00552525.2",1746,"ZBTB17","Zinc finger and BTB domain containing 17"
"5463",313,"RRRRRIPI:IPI00005084.4",1747,"ASNSD1","Asparagine synthetase domain-containing protein 1"
"5464",314,"IPI:IPI00936881.1",1748,"DIAPH1","Putative uncharacterized protein DIAPH1"
"5465",0,"IPI:IPI00852685.1",1748,"DIAPH1","Isoform 1 of Protein diaphanous homolog 1"
"5466",0,"IPI:IPI00884341.2",1748,"DIAPH1","Isoform 2 of Protein diaphanous homolog 1"
"5467",0,"IPI:IPI00924442.1",1748,"DIAPH1","Diaphanous homolog 1"
"5468",0,"IPI:IPI00935307.1",1748,"DIAPH1","diaphanous 1 isoform 2"
"5469",0,"IPI:IPI00936125.2",1748,"DIAPH1","141 kDa protein"
"5470",315,"RRRRRIPI:IPI00298421.5",1749,"DMRTA1","Doublesex- and mab-3-related transcription factor A1"
"5471",318,"IPI:IPI00396089.1",1750,"BRAP","BRCA1-associated protein"
"5472",321,"RRRRRIPI:IPI00157365.2",1751,"NUB1","NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18). Isoform 2"
"5473",444,"IPI:IPI00795015.2",1752,"SACS","Isoform 1 of Sacsin"
"5474",0,"IPI:IPI00784002.2",1752,"SACS","Isoform 2 of Sacsin"
"5475",395,"IPI:IPI00940698.1",1753,"FAT1","Protocadherin Fat 1"
"5476",0,"IPI:IPI00031411.3",1753,"FAT1","507 kDa protein"
"5477",329,"RRRRRIPI:IPI00911101.1",1754,"DYSF","Isoform 9 of Dysferlin"
"5478",0,"RRRRRIPI:IPI00020210.2",1754,"DYSF","Isoform 14 of Dysferlin"
"5479",0,"RRRRRIPI:IPI00793867.2",1754,"DYSF","Isoform 8 of Dysferlin"
"5480",0,"RRRRRIPI:IPI00871702.1",1754,"DYSF","Isoform 1 of Dysferlin"
"5481",0,"RRRRRIPI:IPI00890768.1",1754,"DYSF","Isoform 10 of Dysferlin"
"5482",0,"RRRRRIPI:IPI00890779.1",1754,"DYSF","Isoform 13 of Dysferlin"
"5483",0,"RRRRRIPI:IPI00908443.1",1754,"DYSF","Isoform 2 of Dysferlin"
"5484",0,"RRRRRIPI:IPI00908579.1",1754,"DYSF","Isoform 3 of Dysferlin"
"5485",0,"RRRRRIPI:IPI00908658.1",1754,"DYSF","Isoform 5 of Dysferlin"
"5486",0,"RRRRRIPI:IPI00908764.1",1754,"DYSF","Isoform 6 of Dysferlin"
"5487",0,"RRRRRIPI:IPI00908826.1",1754,"DYSF","Isoform 7 of Dysferlin"
"5488",0,"RRRRRIPI:IPI00908936.1",1754,"DYSF","Isoform 4 of Dysferlin"
"5489",0,"RRRRRIPI:IPI00910445.1",1754,"DYSF","Isoform 12 of Dysferlin"
"5490",0,"RRRRRIPI:IPI00910624.1",1754,"DYSF","Isoform 11 of Dysferlin"
"5491",330,"RRRRRIPI:IPI00940308.1",1755,"LIMA1","LIM domain and actin binding 1 isoform c"
"5492",0,"RRRRRIPI:IPI00008918.1",1755,"LIMA1","Isoform Beta of LIM domain and actin-binding protein 1"
"5493",0,"RRRRRIPI:IPI00796222.1",1755,"LIMA1","67 kDa protein"
"5494",0,"RRRRRIPI:IPI00796705.2",1755,"LIMA1","cDNA FLJ55990, highly similar to LIM domain and actin-binding protein 1"
"5495",0,"RRRRRIPI:IPI00883896.1",1755,"LIMA1","LIM domain and actin binding 1 isoform a"
"5496",331,"RRRRRIPI:IPI00642186.1",1756,"IFT140","Intraflagellar transport protein 140 homolog"
"5497",335,"RRRRRIPI:IPI00852956.1",1758,"NR1I2","Isoform 3 of Nuclear receptor subfamily 1 group I member 2"
"5498",0,"RRRRRIPI:IPI00004364.2",1758,"NR1I2","Isoform 1B of Nuclear receptor subfamily 1 group I member 2"
"5499",0,"RRRRRIPI:IPI00334983.1",1758,"NR1I2","Isoform 1A of Nuclear receptor subfamily 1 group I member 2"
"5500",0,"RRRRRIPI:IPI00783954.3",1758,"NR1I2","Isoform 1C of Nuclear receptor subfamily 1 group I member 2"
"5501",336,"RRRRRIPI:IPI00549612.2",1759,"ANKRD49","Ankyrin repeat domain-containing protein 49"
"5502",459,"RRRRRIPI:IPI00645780.1",1760,"FANCB","Fanconi anemia group B protein"
"5503",0,"RRRRRIPI:IPI00168187.5",1760,"FANCB","Putative uncharacterized protein FANCB"
"5504",338,"RRRRRIPI:IPI00240793.1",1761,"ATP11B","Probable phospholipid-transporting ATPase IF"
"5505",341,"RRRRRIPI:IPI00917692.1",1762,"DFNB59","Putative uncharacterized protein DFNB59"
"5506",333,"RRRRRIPI:IPI00746516.2",1762,"DFNB59","Pejvakin"
"5507",407,"RRRRRIPI:IPI00396439.5",1763,"C6orf168","Uncharacterized protein C6orf168"
"5508",385,"RRRRRIPI:IPI00909095.1",1763,"SLC27A5","cDNA FLJ55741, moderately similar to Bile acyl-CoA synthetase"
"5509",0,"RRRRRIPI:IPI00016827.1",1763,"SLC27A5","Bile acyl-CoA synthetase"
"5510",465,"RRRRRIPI:IPI00385743.2",1764,"NLRC3","Isoform 2 of Protein NLRC3"
"5511",353,"RRRRRIPI:IPI00952613.1",1764,"NLRC3","Putative uncharacterized protein NLRC3"
"5512",323,"RRRRRIPI:IPI00854840.1",1764,"NLRC3","Isoform 1 of Protein NLRC3"
"5513",0,"RRRRRIPI:IPI00333975.7",1764,"NLRC3","Isoform 4 of Protein NLRC3"
"5514",0,"RRRRRIPI:IPI00386174.3",1764,"NLRC3","FLJ00398 protein (Fragment)"
"5515",0,"RRRRRIPI:IPI00854580.4",1764,"NLRC3","Putative uncharacterized protein NLRC3"
"5516",345,"RRRRRIPI:IPI00903343.1",1765,"FHAD1","Isoform 4 of Forkhead-associated domain-containing protein 1"
"5517",0,"RRRRRIPI:IPI00167447.8",1765,"FHAD1","Isoform 3 of Forkhead-associated domain-containing protein 1"
"5518",0,"RRRRRIPI:IPI00888920.2",1765,"FHAD1","Isoform 1 of Forkhead-associated domain-containing protein 1"
"5519",346,"RRRRRIPI:IPI00877896.1",1766,"-","18 kDa protein"
"5520",352,"IPI:IPI00795586.3",1767,"RNF112","Ring finger protein 112"
"5521",0,"IPI:IPI00026688.3",1767,"RNF112","RING finger protein 112"
"5522",353,"RRRRRIPI:IPI00553189.2",1768,"SLC35A3","Isoform 2 of UDP-N-acetylglucosamine transporter"
"5523",194,"IPI:IPI00065323.5",1769,"KNDC1","Isoform 1 of Protein very KIND"
"5524",0,"IPI:IPI00028193.4",1769,"KNDC1","192 kDa protein"
"5525",0,"IPI:IPI00784523.2",1769,"KNDC1","Isoform 5 of Protein very KIND"
"5526",0,"IPI:IPI00869295.1",1769,"KNDC1","Isoform 3 of Protein very KIND"
"5527",374,"IPI:IPI00847618.1",1770,"SHANK3","Isoform 1 of SH3 and multiple ankyrin repeat domains protein 3"
"5528",0,"IPI:IPI00019794.10",1770,"SHANK3","SH3 and multiple ankyrin repeat domains 3"
"5529",336,"IPI:IPI00942103.1",1771,"-","Putative uncharacterized protein ENSP00000392404 (Fragment)"
"5530",231,"IPI:IPI00909622.1",1772,"CSTF2","cDNA FLJ58787, highly similar to Cleavage stimulation factor 64 kDa subunit"
"5531",0,"IPI:IPI00013256.1",1772,"CSTF2","Isoform 1 of Cleavage stimulation factor 64 kDa subunit"
"5532",0,"IPI:IPI00607841.1",1772,"CSTF2","Isoform 2 of Cleavage stimulation factor 64 kDa subunit"
"5533",0,"IPI:IPI00902991.1",1772,"CSTF2","BetaCstF-64 variant 2"
"5534",356,"RRRRRIPI:IPI00942338.1",1774,"-","Putative uncharacterized protein ENSP00000391831"
"5535",274,"RRRRRIPI:IPI00011400.2",1775,"TIAM1","T-lymphoma invasion and metastasis-inducing protein 1"
"5536",0,"RRRRRIPI:IPI00747471.2",1775,"TIAM1","T-cell lymphoma invasion and metastasis 1 variant"
"5537",276,"RRRRRIPI:IPI00218342.10",1776,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic"
"5538",0,"RRRRRIPI:IPI00794900.3",1776,"MTHFD1","cDNA FLJ56016, highly similar to C-1-tetrahydrofolate synthase, cytoplasmic"
"5539",279,"IPI:IPI00219602.1",1777,"HPS5","Isoform 2 of Hermansky-Pudlak syndrome 5 protein"
"5540",0,"IPI:IPI00010486.2",1777,"HPS5","Isoform 1 of Hermansky-Pudlak syndrome 5 protein"
"5541",287,"RRRRRIPI:IPI00641468.1",1778,"GJA5","29 kDa protein"
"5542",0,"RRRRRIPI:IPI00217262.5",1778,"GJA5","Gap junction alpha-5 protein"
"5543",292,"IPI:IPI00921564.1",1779,"EFCAB3","EF-hand calcium binding domain 3 isoform a"
"5544",294,"RRRRRIPI:IPI00398418.3",1780,"LOC100130174","hypothetical protein"
"5545",296,"RRRRRIPI:IPI00442986.1",1781,"LSP1;LOC390387","CDNA FLJ26173 fis, clone ADG03859"
"5546",297,"IPI:IPI00923533.2",1782,"UNC80","chromosome 2 open reading frame 21 isoform 2"
"5547",0,"IPI:IPI00385761.6",1782,"UNC80","Isoform 1 of Protein unc-80 homolog"
"5548",298,"RRRRRIPI:IPI00853548.1",1783,"MCTP2","Isoform 2 of Multiple C2 and transmembrane domain-containing protein 2"
"5549",0,"RRRRRIPI:IPI00457110.2",1783,"MCTP2","Isoform 1 of Multiple C2 and transmembrane domain-containing protein 2"
"5550",301,"RRRRRIPI:IPI00024292.2",1784,"LRP2","Low-density lipoprotein receptor-related protein 2"
"5551",306,"RRRRRIPI:IPI00760567.1",1785,"EFCAB6","Isoform 5 of EF-hand calcium-binding domain-containing protein 6"
"5552",0,"RRRRRIPI:IPI00009724.3",1785,"EFCAB6","Isoform 1 of EF-hand calcium-binding domain-containing protein 6"
"5553",308,"IPI:IPI00294578.1",1786,"TGM2","Isoform 1 of Protein-glutamine gamma-glutamyltransferase 2"
"5554",309,"IPI:IPI00939914.1",1787,"TNRC18","Putative uncharacterized protein TNRC18"
"5555",0,"IPI:IPI00872208.2",1787,"TNRC18","Isoform 1 of Trinucleotide repeat-containing gene 18 protein"
"5556",315,"RRRRRIPI:IPI00423562.1",1788,"USP6","Isoform 1 of Ubiquitin carboxyl-terminal hydrolase 6"
"5557",319,"RRRRRIPI:IPI00024346.1",1789,"SNAPC3","snRNA-activating protein complex subunit 3"
"5558",323,"RRRRRIPI:IPI00852669.1",1790,"ZNF516","Zinc finger protein 516"
"5559",488,"IPI:IPI00074962.3",1791,"ANK2","Isoform 3 of Ankyrin-2"
"5560",0,"IPI:IPI00007834.2",1791,"ANK2","Isoform 1 of Ankyrin-2"
"5561",326,"IPI:IPI00455363.2",1792,"ATXN2","Isoform 4 of Ataxin-2"
"5562",0,"IPI:IPI00180154.4",1792,"ATXN2","Isoform 1 of Ataxin-2"
"5563",0,"IPI:IPI00455359.2",1792,"ATXN2","Isoform 2 of Ataxin-2"
"5564",331,"RRRRRIPI:IPI00441994.4",1793,"EMR1","cDNA FLJ16811 fis, clone THYMU3024602, highly similar to Cell surface glycoprotein EMR1"
"5565",332,"IPI:IPI00296999.9",1794,"ATPAF2","ATP synthase mitochondrial F1 complex assembly factor 2"
"5566",336,"RRRRRIPI:IPI00295855.8",1795,"C8orf47","Uncharacterized protein C8orf47"
"5567",342,"RRRRRIPI:IPI00252979.7",1796,"EPHB2","Isoform 3 of Ephrin type-B receptor 2"
"5568",0,"RRRRRIPI:IPI00021275.4",1796,"EPHB2","Isoform 1 of Ephrin type-B receptor 2"
"5569",0,"RRRRRIPI:IPI00219421.3",1796,"EPHB2","Isoform 2 of Ephrin type-B receptor 2"
"5570",343,"RRRRRIPI:IPI00889735.1",1797,"TRPM1","Isoform 3 of Transient receptor potential cation channel subfamily M member 1"
"5571",344,"RRRRRIPI:IPI00879519.1",1798,"NDUFA3","Putative uncharacterized protein NDUFA3"
"5572",388,"RRRRRIPI:IPI00796891.2",1799,"GOLGB1","Golgin B1"
"5573",0,"RRRRRIPI:IPI00004671.2",1799,"GOLGB1","Golgin subfamily B member 1"
"5574",348,"IPI:IPI00953291.1",1800,"KALRN","Isoform 1 of Kalirin"
"5575",0,"IPI:IPI00028382.3",1800,"KALRN","Isoform 2 of Kalirin"
"5576",0,"IPI:IPI00607777.2",1800,"KALRN","kalirin, RhoGEF kinase isoform 1"
"5577",0,"IPI:IPI00946196.1",1800,"KALRN","Putative uncharacterized protein KALRN"
"5578",355,"IPI:IPI00893859.2",1801,"CAMSAP1L1","Isoform 3 of Calmodulin-regulated spectrin-associated protein 2"
"5579",0,"IPI:IPI00409607.3",1801,"CAMSAP1L1","Isoform 1 of Calmodulin-regulated spectrin-associated protein 2"
"5580",0,"IPI:IPI00640562.3",1801,"CAMSAP1L1","Isoform 2 of Calmodulin-regulated spectrin-associated protein 2"
"5581",356,"IPI:IPI00922025.1",1802,"-","SLC4A9 protein"
"5582",0,"IPI:IPI00000234.2",1802,"SLC4A9","Isoform 1 of Anion exchange protein 4"
"5583",0,"IPI:IPI00216571.1",1802,"SLC4A9","Isoform 3 of Anion exchange protein 4"
"5584",0,"IPI:IPI00292101.1",1802,"SLC4A9","Isoform 2 of Anion exchange protein 4"
"5585",357,"IPI:IPI00064817.1",1803,"hCG_2004198","HCG2004198 (Fragment)"
"5586",362,"IPI:IPI00939322.1",1804,"C5orf37","Putative uncharacterized protein C5orf37 (Fragment)"
"5587",0,"IPI:IPI00176157.3",1804,"C5orf37","Isoform 1 of Uncharacterized protein C5orf37"
"5588",0,"IPI:IPI00844438.1",1804,"C5orf37","Isoform 3 of Uncharacterized protein C5orf37"
"5589",364,"IPI:IPI00936472.1",1805,"LOC100287994","hypothetical protein XP_002342988"
"5590",365,"IPI:IPI00893755.1",1806,"-","Putative uncharacterized protein ENSP00000398937"
"5591",367,"RRRRRIPI:IPI00219861.3",1807,"ACP1","Isoform 1 of Low molecular weight phosphotyrosine protein phosphatase"
"5592",368,"RRRRRIPI:IPI00937846.1",1808,"CWF19L2","CWF19L2 protein"
"5593",0,"RRRRRIPI:IPI00065515.6",1808,"CWF19L2","CWF19-like 2, cell cycle control"
"5594",394,"RRRRRIPI:IPI00910222.1",1809,"RPS28","cDNA FLJ59775"
"5595",374,"IPI:IPI00064935.5",1810,"ALPK3","Alpha-protein kinase 3"
"5596",375,"RRRRRIPI:IPI00339297.1",1811,"GALNT4","Polypeptide N-acetylgalactosaminyltransferase 4"
"5597",378,"IPI:IPI00941564.1",1812,"ZNF821","Isoform 2 of Zinc finger protein 821"
"5598",0,"IPI:IPI00784067.6",1812,"ZNF821","Putative uncharacterized protein LOC55565"
"5599",0,"IPI:IPI00885049.1",1812,"ZNF821","Isoform 1 of Zinc finger protein 821"
"5600",379,"IPI:IPI00916194.1",1813,"LOXL3","Putative uncharacterized protein LOXL3"
"5601",0,"IPI:IPI00793633.1",1813,"LOXL3","LOXL3 protein"
"5602",381,"IPI:IPI00026050.1",1814,"CLN5","ceroid-lipofuscinosis, neuronal 5"
"5603",382,"IPI:IPI00935147.1",1815,"NCAM2","93 kDa protein"
"5604",384,"RRRRRIPI:IPI00026216.4",1816,"NPEPPS","Puromycin-sensitive aminopeptidase"
"5605",385,"RRRRRIPI:IPI00471914.6",1817,"FGD6","Isoform 2 of FYVE, RhoGEF and PH domain-containing protein 6"
"5606",0,"RRRRRIPI:IPI00419100.2",1817,"FGD6","Isoform 1 of FYVE, RhoGEF and PH domain-containing protein 6"
"5607",155,"IPI:IPI00019502.3",1818,"MYH9","Isoform 1 of Myosin-9"
"5608",156,"IPI:IPI00878685.1",1819,"FLJ10357","Isoform 3 of Protein SOLO"
"5609",0,"IPI:IPI00018134.4",1819,"FLJ10357","Isoform 4 of Protein SOLO"
"5610",0,"IPI:IPI00790107.2",1819,"FLJ10357","Isoform 1 of Protein SOLO"
"5611",0,"IPI:IPI00878303.1",1819,"FLJ10357","Isoform 2 of Protein SOLO"
"5612",165,"RRRRRIPI:IPI00456888.3",1820,"TMEM223","Transmembrane protein 223"
"5613",169,"IPI:IPI00152493.1",1821,"KLF14","Krueppel-like factor 14"
"5614",171,"RRRRRIPI:IPI00853145.2",1822,"ARD1A","cDNA FLJ60638, highly similar to N-terminal acetyltransferase complex ARD1 subunit homolog A"
"5615",181,"RRRRRIPI:IPI00017184.2",1823,"EHD1","EH domain-containing protein 1"
"5616",189,"RRRRRIPI:IPI00218740.3",1824,"GABBR1","Isoform 1D of Gamma-aminobutyric acid type B receptor subunit 1"
"5617",192,"RRRRRIPI:IPI00555719.2",1825,"SATB1","Isoform 2 of DNA-binding protein SATB1"
"5618",0,"RRRRRIPI:IPI00009804.1",1825,"SATB1","Isoform 1 of DNA-binding protein SATB1"
"5619",210,"RRRRRIPI:IPI00940162.1",1826,"WDR19","cDNA FLJ57049, highly similar to WD repeat protein 19"
"5620",0,"RRRRRIPI:IPI00396243.6",1826,"WDR19","Isoform 1 of WD repeat-containing protein 19"
"5621",0,"RRRRRIPI:IPI00873175.2",1826,"WDR19","cDNA FLJ56808, highly similar to WD repeat protein 19"
"5622",215,"IPI:IPI00395601.1",1827,"SYT10","Synaptotagmin-10"
"5623",216,"IPI:IPI00220527.5",1828,"SNX1","Isoform 1A of Sorting nexin-1"
"5624",0,"IPI:IPI00183274.3",1828,"SNX1","sorting nexin 1 isoform c"
"5625",0,"IPI:IPI00183530.2",1828,"SNX1","cDNA FLJ46302 fis, clone TESTI4036048, highly similar to Sorting nexin 1"
"5626",217,"IPI:IPI00878948.1",1829,"SBNO2","Isoform 2 of Protein strawberry notch homolog 2"
"5627",0,"IPI:IPI00024900.3",1829,"SBNO2","strawberry notch homolog 2 isoform 2"
"5628",0,"IPI:IPI00158514.5",1829,"SBNO2","Isoform 1 of Protein strawberry notch homolog 2"
"5629",0,"IPI:IPI00332643.5",1829,"SBNO2","Putative uncharacterized protein SBNO2"
"5630",0,"IPI:IPI00783100.1",1829,"NEK1","Protein-serine/threonine kinase (Fragment)"
"5631",426,"RRRRRIPI:IPI00746398.1",1831,"DENND4C","Isoform 1 of DENN domain-containing protein 4C"
"5632",0,"RRRRRIPI:IPI00100453.7",1831,"DENND4C","Isoform 6 of DENN domain-containing protein 4C"
"5633",0,"RRRRRIPI:IPI00386049.4",1831,"DENND4C","Isoform 5 of DENN domain-containing protein 4C"
"5634",0,"RRRRRIPI:IPI00514187.2",1831,"DENND4C","Isoform 2 of DENN domain-containing protein 4C"
"5635",372,"IPI:IPI00008359.1",1832,"KRT76","Keratin, type II cytoskeletal 2 oral"
"5636",231,"IPI:IPI00878972.1",1833,"ADORA2A","Putative uncharacterized protein ADORA2A"
"5637",0,"IPI:IPI00020974.3",1833,"ADORA2A","Adenosine receptor A2a"
"5638",233,"RRRRRIPI:IPI00472165.1",1834,"PLOD2","Isoform 1 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"5639",0,"RRRRRIPI:IPI00337495.3",1834,"PLOD2","Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"5640",0,"RRRRRIPI:IPI00945245.1",1834,"PLOD2","Putative uncharacterized protein PLOD2"
"5641",0,"RRRRRIPI:IPI00947400.1",1834,"PLOD2","81 kDa protein"
"5642",236,"IPI:IPI00007188.5",1835,"SLC25A5","ADP/ATP translocase 2"
"5643",301,"RRRRRIPI:IPI00024706.3",1836,"SNX25","Sorting nexin-25"
"5644",0,"RRRRRIPI:IPI00873558.2",1836,"SNX25","cDNA FLJ38342 fis, clone FCBBF3028188, highly similar to Homo sapiens sorting nexin 25 (SNX25), mRNA"
"5645",239,"RRRRRIPI:IPI00643115.1",1837,"STMN1","Stathmin"
"5646",245,"IPI:IPI00916332.1",1838,"MLL3","Isoform 3 of Histone-lysine N-methyltransferase MLL3"
"5647",0,"IPI:IPI00168806.3",1838,"MLL3","Isoform 1 of Histone-lysine N-methyltransferase MLL3"
"5648",0,"IPI:IPI00879213.1",1838,"-","87 kDa protein"
"5649",246,"RRRRRIPI:IPI00013216.1",1839,"ORC2L","Origin recognition complex subunit 2"
"5650",251,"IPI:IPI00376283.1",1840,"RBBP6","Isoform 2 of Retinoblastoma-binding protein 6"
"5651",0,"IPI:IPI00337315.1",1840,"RBBP6","Isoform 1 of Retinoblastoma-binding protein 6"
"5652",276,"RRRRRIPI:IPI00908497.1",1841,"GOLGA5","cDNA FLJ54399, highly similar to Golgin subfamily A member 5"
"5653",0,"RRRRRIPI:IPI00294065.6",1841,"GOLGA5","Isoform 1 of Golgin subfamily A member 5"
"5654",347,"IPI:IPI00221108.5",1842,"TYMS","Thymidylate synthase"
"5655",0,"IPI:IPI00103732.1",1842,"TYMS","Thymidylate synthetase, isoform CRA_a"
"5656",0,"IPI:IPI00103733.1",1842,"TYMS","Thymidylate synthase"
"5657",0,"IPI:IPI00642342.1",1842,"TYMS","21 kDa protein"
"5658",290,"RRRRRIPI:IPI00166956.5",1843,"TBCEL","Tubulin-specific chaperone cofactor E-like protein"
"5659",491,"IPI:IPI00329576.2",1844,"HFE2","Isoform a of Hemojuvelin"
"5660",297,"IPI:IPI00419814.1",1844,"HFE2","Isoform b of Hemojuvelin"
"5661",515,"RRRRRIPI:IPI00903145.1",1845,"RDX","Radixin"
"5662",258,"RRRRRIPI:IPI00017367.6",1845,"RDX","Radixin, isoform CRA_a"
"5663",260,"IPI:IPI00827503.1",1846,"KIF20B","Isoform 2 of Kinesin-like protein KIF20B"
"5664",0,"IPI:IPI00044751.6",1846,"KIF20B","Putative uncharacterized protein KIF20B"
